doc_id,web_scraper_order,web_scraper_start_url,link,article_title,article_content,gender
1809,1779450540-1822,https://www.dcard.tw/f/partner_selection_criteria?tab=latest,https://www.dcard.tw/f/partner_selection_criteria/p/259999057,#異性 🐰想找適合的人生伴侶☀️,簡單的跨性別女生知道不容易🌕也想試試看緣分🌟 遇到且珍惜🫂 更新🍁_________________________________ 我不會打擾 喜歡天賦女性的異性戀的 因為我知道 我沒有主動的條件 喜好很個人 不在大眾視野的對象 我能做的 就是靜候與傾聽 在這之前會好好照顧自己的 如若遇到很認真負責珍惜我的男生出現了 很感動 也會珍惜不容易相遇的緣分 見面派相處一直是我很喜歡的互動 能感受到情緒、反應、接觸 如果只是問我 有沒有做胸部 下面有沒有切乾淨的 面試 我還是會笑笑的帶過 當你稱呼我為先生或小姐時 我會很開心的回應你： 只要你方便 你認為說出口是舒服的 我都很樂意接受🐰～ 在孩子的世界裡 有的會叫我高高的漂亮姐姐 有的會叫我叔叔 我會覺得很有趣 不同孩子的眼中 我是個很值得盯著的生物 有時候我會逗弄他們的問題 你是男生還是女生？ 我會開玩笑的說： 我不是人類世界的生物喔～ 陪伴的長輩們都很親切 也被我逗笑了 他們會跟孩子說：他是女生喔 我很感動的在心裡。 【關於我】 年齡：26（1999） 星座：3月雙魚 地區：台中 （生活圈） 身型：180／66 （喜歡運動） 職業：芳療診所護理 MBTI：ESTJ 感情史：三任 個性：開朗、獨立、悶騷、認真、體貼 外型： 常被說有氣質 酷 颯爽 頭髮很漂亮 很可愛 牙齒整齊 皮膚很好 （被稱讚都會很害羞的傻笑） 生活習慣： 會把自己打理乾淨 也幫家人打理打扮 不菸不酒不夜生活 生活樂趣： 放鬆聽音樂 看電影 偶爾打遊戲 追劇 看動漫 煮個小東西吃 工作空檔喜歡騎單車散步 （有騎逛台中市區 或雙北地區） 擦保養品享受保養過程 精油香氛 摸頭髮 摸毛孩 喜歡觸感舒服的 好療癒 吃好吃的美食 探店 甜點 火鍋 逛街文具書局或服飾 家居軟裝 喜歡聊天 講直男幹話 逗朋友笑 注重健康 尊重自然成長的身體 所以沒有動 性別相關手術 也沒有服用荷爾蒙 假日有時候喜歡窩在家 有時候喜歡出門透氣 享受陽光☀️ 【理想對象男友】 首要條件：能稍微理解 跨性別的概念 如果覺得複雜也沒關係 （因為自己也覺得很複雜😂） 能互相了解彼此是最重要的 年齡區間：大概 23 ～ 33 （經濟獨立） 距離：如果能近當然好 有解決方案也可以溝通 因為很喜歡抱抱跟接觸互動 遠距離真的多少會想哭 身型：身高173以上 體重勻稱 或與我類似的身形都可以 外型：（獨立來看每個特質都加分） 以眼緣為主 有運動習慣很棒 膚色不拘 陽光 書生 溫柔 說話聲音好聽 不同氣質都欣賞 不一定要陽剛 也可以陰柔 個性：獨立 會主動溝通 感性、理性都可以 不冷暴力 黏一點沒關係 內向、外向都可以 生活習慣：愛乾淨 會打理自己 不抽菸 不酗酒 注重健康加分 興趣：喜歡多去了解男友的喜好 並參與其中 或創造共同興趣非常棒！ 其他：生活無虞、沒有太大的經濟壓力 月老感情跨性別女生男友伴侶,male
1810,1779450540-1823,https://www.dcard.tw/f/partner_selection_criteria?tab=latest,https://www.dcard.tw/f/partner_selection_criteria/p/260920374,#異性 #尋找未來的隊友,年齡： 26 身高體重：155/58 學歷：國立科大 職業：金融業 地區：北部 興趣：聽歌、看棒球、運動 特質&優缺點： ⭐有時候很I，人少的地方比較自在，不過熟了話會比較多 ⭐有時感性，有時理性，常對自己的哭點感到奇妙 ⭐喜歡看球賽，希望未來可以一起進場支持 ⭐不擅長穿搭打扮，較常穿寬鬆舒適的衣服，活動起來較為方便，可能不是理想中女性的穿搭風格 希望你： 1. 年齡24-30 2. 生活圈在雙北、桃園 3. 喜歡看球 4. 身高170以上，體重適中 5. 不抽煙 6. 情緒穩定，不emo 因為平時很少有認識人的機會，所以在這發文尋找隊友🙏 私訊時可簡單自我介紹～,female
1811,1779450540-1824,https://www.dcard.tw/f/partner_selection_criteria?tab=latest,https://www.dcard.tw/f/partner_selection_criteria/p/260920269,#異性 #異性#中部#交朋友,嗨👋大家好，我是從北部剛搬到台中的新住民😆 不過年紀不小，1987年的阿姨了 還有一位孩子跟我一起生活 喜歡吃美食、運動 在健身房工作 希望能多認識一些台中在地人～ 附上真人照片⬇️ 喔對了，補充一下 有老婆、有女友不要自找麻煩啊～ 再補充一下⋯那個有起色心要約跑、詐騙之類的 抱歉喔，都沒有！ 只會討罵喔😌,female
1812,1779450540-1825,https://www.dcard.tw/f/partner_selection_criteria?tab=latest,https://www.dcard.tw/f/partner_selection_criteria/p/260920160,#異性 #異性 #擇偶 #人生伴侶 #結婚,地區：雲林、嘉義 家鄉：高雄 年紀：30~32（不想被太快認出） 身高：170~172 體重：68~69 BMI正常 職業：國營事業 年薪：去年是91w+（不含股票等其他收益） 穩定成長中 北漂雲林，工作時間固定，看業務量多寡可以安排假期 所以可以陪伴的時間算多 平常也會有自己獨處的時間做想做的事情，會安排何時該維繫感情，何時該各自忙碌 但出遊跟吃飯絕對不會看手機，情緒穩定，喜歡互信溝通而非猜測 【日常生活】 沒安排行程的話，會在書房練字、閱讀、聽音樂滑短影片，會自己做飯，炒飯炒麵等基本料理都可以，一週大約會運動個3~4次 【興趣】 看展覽、爬山、享受與世無爭的悠閒（比如烤茶、露營等）尤其最近推出的埃及展，希望有人也能一起去欣賞 【想認識】 地點：嘉義、雲林、彰化 年齡：26-34 身高：155-165（比我高我不在意，如果你也不在意） 生活習慣：不抽煙不嚼檳榔（這點最重要） 工作：公教優，若能穩定也行 興趣：可以接受偶爾出門走走，也能在家耍廢即沒有一定都要往外跑，或是都只想待在家裡 收入：年收50~60以上即可 個性：不公主病/隨和/有心事直接告訴我，而非藏在心裡直到爆炸， 不喜歡控制欲強的 價值觀： 要做金錢規劃，不能入不敷出（即便不會理財會存錢也好，不要做自己能力以外的事，例如融資融券、當沖放空）異性擇偶人生結婚,male
1813,1779450540-1826,https://www.dcard.tw/f/partner_selection_criteria?tab=latest,https://www.dcard.tw/f/partner_selection_criteria/p/260920090,#異性 #台南#高雄#台中 找尋人生隊友😆,"身高體重：183/71 職業：司法人員 年薪：100w多 居住：台南、台中 長相：不差，平常有在運動~ 個性： 誠實、專一、有責任感、好相處。 興趣：騎單車、演唱會、小說、逛街、追劇、看動漫、遊戲等都可以。 生活習慣：上班很忙、下班會運動跟做自己的事，不愛社交場合😎。 期望對象的條件 性別：女 年齡：23-32歲 身高：不限 體重：BMI正常 經濟：專業人員、公務體系佳 地區：台南、高雄、台中 長相：有點要求 個性：成熟、聰明、有同理心、專一、情緒穩定，希望有幽默感！因為我也不太正經😂 <img alt=""sticker"" loading=""lazy"" decoding=""async"" data-nimg=""intrinsic"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%"" srcSet=""https://megapx-assets.dcard.tw/images/8a3d2c5b-60a0-40ca-8334-240c0952e400/160.webp 1x, https://megapx-assets.dcard.tw/images/8a3d2c5b-60a0-40ca-8334-240c0952e400/320.webp 2x"" src=""https://megapx-assets.dcard.tw/images/8a3d2c5b-60a0-40ca-8334-240c0952e400/320.webp""/>希望私訊認識可以先簡單介紹~",male
1814,1779450540-1827,https://www.dcard.tw/f/partner_selection_criteria?tab=latest,https://www.dcard.tw/f/partner_selection_criteria/p/260919841,#異性 #異性 #異性#長期穩定#尋找另一半,很高的Y小姐相隔了一陣子才又回來發文 主要是在其他地方也有遇到看過我在這發文的異性，覺得蠻有趣的～ 這中間也有跟在其他地方認識的朋友出門，但對未來方向不太一致，所以沒有後續。 . 簡單介紹一下自己： 27歲，住桃園。 高職社團老師，也是甜點品牌經營者。 身高170公分，生活規律，平常喜歡做甜點、插花、寫文章、參與廟宇活動、走走古蹟，也喜歡看棒球⚾ . 這幾年經歷過一些人生起伏，也更清楚自己是什麼樣的人。 因為個性不喜歡隱瞞，所以想坦白說明—— 我有固定服用穩定情緒的藥物，但不影響生活與工作。 如果你能理解與尊重，再來認識我，我會很感謝。 . 27歲的我，對未來有些想法。 希望35歲以前能走入婚姻。 目前專注讓甜點品牌穩定成長，也期待未來的另一半能一起討論生活規劃，而不是逃避未來。 . 如果要說期待的樣子，大概是： 年齡相近（約27–32歲），生活圈桃園以北 身高175以上（我170），外型乾淨清爽 情緒穩定、不因小事失控 不抽菸、不刺青、不碰毒品，酒可小酌 有原則、有目標，對家庭有責任感 懂得尊重彼此，也願意互相扶持 加分的是—— 重視細節、有紳士感、貼心但不油膩。 . 我不是在找完美的人，只是想找一個價值觀相近、相處舒服的人。如果你也是，歡迎聊聊！ （你有看棒球的話超加分）（之前異性朋友送的花，我覺得十分浪漫！）,female
1815,1779450540-1828,https://www.dcard.tw/f/partner_selection_criteria?tab=latest,https://www.dcard.tw/f/partner_selection_criteria/p/260918839,#異性 標題不知道要打什麼耶,國立政治大學嗨我是1992阿姨 青春我留不住但外貌維持還不錯啦 生活單純興趣是打牌打桌球但常常三缺一 沒事ㄧ個人逛街夾娃娃或在家耍廢看影片睡覺也很舒爽 工作穩定但薪水普通 優點是不怕失業請假也很容易 名下沒房沒車但我不缺錢出去玩不用省的那種 有駕照但不開車不騎車因為我還想活久一點 希望找的人在桃園區再遠一點點也可以啦如果你來找我不嫌遠的話 長相pr75（我有點外貌協會先承認）身高170up 不要太胖太瘦 我不在意薪水但至少養的起自己不要負債 不抽菸不吃檳榔愛乾淨會稍微打扮盡量不要母單 有興趣留言先簡單自介我會私訊你再換照 桃園區,female
1816,1779450540-1829,https://www.dcard.tw/f/partner_selection_criteria?tab=latest,https://www.dcard.tw/f/partner_selection_criteria/p/260918280,#異性 #長期穩定#交友#感情,明新科技大學02年今年24y 天秤 新竹人 168/65 興趣：打羽球 聽音樂（玖壹壹） 休假時間：週末 北部人佳 希望能與對方常常在一起打羽球 本人有墨水 不能接受就請改道🙏 歷任感情狀況：3任 歡迎私訊聊異性感情新竹伴侶徵友,male
1817,1779450540-1830,https://www.dcard.tw/f/partner_selection_criteria?tab=latest,https://www.dcard.tw/f/partner_selection_criteria/p/260918118,#異性 佛系徵友 想認識喜歡攝影的異性朋友,大阪大學關於我： 181 / 82kg 23歲，目前在大阪大學交換半年 台灣讀政大法研，但大學時期其實很常跑去旁聽傳播跟藝術相關的課。 研究所讀法純粹是不想放棄原本的路，興趣一直比較偏藝術跟攝影，喜歡到可以廢寢忘食買一堆攝影集、理論書來讀的那種。 喜歡拍照、旅行、看展，在日本交換期間也慢慢學穿搭，最近越來越穿出心得了！喜歡穿アメカジ跟モード系的風格！ 旅遊的部分去過蘇州、廈門、日本（除了東北都玩過）、泰國、星馬、韓國 最喜歡的藝術家是 Jeff Wall，很喜歡他作品給人的魄力！ 身邊朋友開始各自有目標，所以想多認識新的人。 希望能找到價值觀合得來、可以自然聊天的人 19～26歲左右都可以，學生的話更好，感覺比較有共同話題 拜託認識的人不要看到這篇，看到也不要認親 有興趣可以下面認識異性感情閒聊旅遊徵友,male
1818,1779450540-1831,https://www.dcard.tw/f/partner_selection_criteria?tab=latest,https://www.dcard.tw/f/partner_selection_criteria/p/260917840,#異性 #異性  #交友 希望可以遇到聊得來的人,身高體重：171/70 座標：目前在桃園，晚讀一年所以還在大三（資工） 興趣：看看書、寫寫程式、獨自旅行（喜歡拍攝各種旅行時的照片）、喜歡去咖啡廳獨自做自己的事情、探索穿搭 個性：現在是ENTJ、喜歡一來一回（句句回覆）、有禮貌、包容心很大、喜歡分享事物、有上進心 外表：會淡妝、看穿搭配合適的眼鏡 感情：2任 其它：不抽煙、不酗酒，喜歡慢慢來慢慢認識。很喜歡E人分享日常給我。會擦保養品，關於保養那方面應該可以聊起來。 備：我是越南混血。 理想對象 年齡20～24 身高理想能170以下 身體能在正常範圍間就好 能懂一點穿搭 感情觀：希望能有上進心、適當時間黏就好 希望是大E人,male
1819,1779450540-1832,https://www.dcard.tw/f/partner_selection_criteria?tab=latest,https://www.dcard.tw/f/partner_selection_criteria/p/260917705,#異性 #異性 #尋找能互相扶持的對象 #佛系交友,C眼鏡魟註：處理完卡稱和私訊功能後決定重發，在這裡對先前留言的朋友說聲抱歉😶 各位好~這是我第一次在擇偶版發文，而同標籤所述，我希望能找到一位可以在生活、課業、工作上互相扶持的對象。 有機會的話當然希望能步入交往階段，但這種事強求不來，我也願意多交朋友，不會給彼此的相處太多壓力。 -------------------------------------------------------------- 關於我~😶 年齡：19 學歷：台大工學院在讀（新北人） 身材：173/65 長相：個人認為普通，不算當今典型的帥哥長相，不過在補習班打工時被上司說是「會有女學生想進一步發展」的長相🤔 （可私訊看FB、IG） 性格： 理性慢熱，處理公事時較理性有條理，但和熟人待在一起時較活潑搞笑，常被說是善良的人 興趣： 平時喜歡閱讀，以哲學類書籍、經典文學為主；最近在讀沙特《存在與虛無》和喬治•歐威爾的《1984》，對存在主義及形上學等領域特別感興趣😶 喜歡的音樂類型較多元，包括爵士、藍調、交響樂、搖滾、J-pop等等，也願意多接觸其他音樂類型~ 喜歡漫才及大喜利等喜劇形式，喜歡的漫才組合是達康.com、菜冠雙頭和春雨，希望能有人一起討論聽過的笑點或段子😗 最近對咖啡產生興趣，除學習品嚐之外也想練習自己手沖，不過目前還是菜鳥😂 喜歡待在咖啡廳看書，也偶爾會一個人待在酒吧發呆（無酗酒習慣）；想找能一起看書、聊天或發呆的人！ -------------------------------------------------------------- 我想找的人...😶 個人不那麼介意年紀，仍以相處舒適為主。 希望能有自己的熱忱所在，不論是在學業、工作或興趣上。 在相處上，希望能互相扶持、一起成長，並互相分享生活中有趣的事情~ -------------------------------------------------------------- 最後~🤔 自介其實還有很多東西可以寫，不過很多事情或許更適合在聊天或相處時慢慢了解吧！ 我不介意從朋友交起，也可以順其自然的發展關係，一切以雙方都舒適為主。 我訊息可能回得比較慢（尤其開學後），不過想互相認識的話，可以私訊聊天、交換聯絡方式，也可以提供簡短的自我介紹喔！謝謝看到這裡的每個人，新年快樂。異性尋找對象交友,male
1820,1779450540-1833,https://www.dcard.tw/f/partner_selection_criteria?tab=latest,https://www.dcard.tw/f/partner_selection_criteria/p/260917412,#異性 過年逃到國外視訊拜年時居然還被問怎麼沒有！？只好繼續努力嘗試,【自我介紹】 年齡：33 身高體重：183/82 職業：Engineer 學歷：學店後洗了個中字碩 家庭：沒消息等於好消息的類型/感情不差但比較淡薄 收入狀況： 本業收入比較浮動，最低約 750，業外投了些小生意，但沒很成功 有車/有房/有滿大額的房貸信貸車貸/股票投資 家境普通尚不須孝親 地點：北部 星座：水象星座 個性：活潑愛笑開朗/但不太知道怎麼文字聊天/線下滿能聊 興趣：登山/三鐵/無菸檳榔/酒僅必要時喝（交際＆聚會） 想不到還要介紹什麼，突然想起不同階段的人們，他們口中形容的我 女友Ａ：聲音很好聽（只有這任說過，高機率有濾鏡） 女友ＡＣＤ：長得好看（估計也是濾鏡，生平僅被倒追過一次，還是學妹） 朋友Ａ：脾氣不錯 朋友Ｂ：行動力＆執行力很高 朋友Ｃ：守時 所有朋友：很會講些幹話 其他想不起來了 【擇偶條件】 年齡：28以下 身高體重：適中即可/無法接受過瘦或過胖 偏喜歡有一點肉，如 165/56 173/65 個性：好相處即可 興趣：與我相同興趣的女生應該很少，能一起參與會很好但不強求 地區：一樣北部佳 加分項：皮膚白/身材好/有財商/偏小女人型個性不尖銳 其他暫時想不到，碰面時再聊 最後想說一下我心裡的想法， 首先，當然能有緣遇到對的人，組建自己的家庭是非常好的事， 曾經遇到過覺得很好的對象，但結局卻未能如意， 所以現在也很隨緣、看得很淡，沒有負擔的關係也很好 小弟工作與生活較較忙碌，本身又屬於無法多線經營的性格，一時間僅能就一位對象聊天＆經營關係，請恕無法一一回覆來訊， 也故，僅簡單打招呼/emoji only/借錢之類的訊息，請恕無法回覆， 如來訊有附上詳細的自我介紹/照片，我會很感謝,male
1821,1779450540-1834,https://www.dcard.tw/f/partner_selection_criteria?tab=latest,https://www.dcard.tw/f/partner_selection_criteria/p/260917039,#異性 在理性的金融世界裡 尋找感性的運動靈魂,【我的檔案】 28 / 158 / 53 / 新北 / 金融業 INFP 能量有限，只留給頻率對的人 雙眼皮短髮，膚況普通有討人厭的黑眼圈😭 圓臉但不是萌妹，平常只淡妝或素顏，偏日系(或是體育系X ⚠️幫避雷⚠️喜歡氣質型、溫柔型和注重打扮的可以先左轉 🔸 興趣愛好： 追劇、小說、動漫、打牌🀄🃏、偶爾會打遊戲🎮、桌遊，特愛橋牌但能一起玩的人不多，喜歡吃美食但我很挑食~ 喜歡玄學和心理學，沒有研究單純覺得有趣和感到好奇 🔸 球類運動：籃球系隊程度、排球整體大概B+、羽球約6-7級 其他運動較少接觸但都不排斥，你有擅長的可以帶著我一起玩 🔸 性格： 直率、隨和、俏皮、不拘小節、工作可靠但生活偏迷糊😵 慢熱，在不熟悉的環境和領域容易緊張放不開，如果你是陽光且具有引導特質的人我會比較有安全感，但不是必要，我可以自己學著去克服😆😆 外人面前理性獨立，熟人面前是個黏人精，行動力有點低需要被帶著跑，但一旦認定你是隊友，我會非常依賴~ 隱藏屬性會有陽光幽默的一面❔ 另外我道德感蠻重的也有情感潔癖，希望你也是個善良且自愛的人🙈🙈 🔸未來規劃：希望能結婚且有一個小孩 【尋找隊友的規格書】 🔸年齡：28-35(主要想找成熟穩重，同齡跟滴滴比較難達到) 🔸喜歡球類運動： 希望能有重複的項目，可以一起在球場約會(單純健身和跑步的抱歉了🙏 🔸外型： 乾淨清爽、健康，太瘦的竹竿請繞道，偏愛黝黑運動型 🔸人品： 謝絕菸酒檳榔、+9氣息、約🏃‍♂️仔 🔸價值觀：有一定的經濟能力也喜歡投資，不喜歡太愛計較零頭的人，大方是互相的，你對我好我也會回饋你 🔸個性：陽光或木訥的都行，個人對斯文型的較無感，希望你不是太敏感的人，務實的人很加分，另外我比較不擅長應付過度自信和太強勢的類型🏳🏳 🔸感情經歷：二任以內，可接受過去一直不想找對象的牡丹，希望單身時間超過1年以上 🔸地理位置：台中以北 ❌謝絕有過婚姻、長髮、禿頭、劈過腿、人生沒方向、不婚不生、沒在運動的人 【關於我們】不急著脫單，更看重相處的舒服度，拒絕速食戀愛，需要時間觀察確認。願意花時間深度交流、交換價值觀的人，我們才有機會往下走，希望那個你也能熱愛運動，因為這是我們未來相處最核心的交集 希望來信者能自介外再加上👀👇 喜歡從事什麼運動/頻率： 不能接受怎樣的人或是行為： 對方的加分項： 如果有機會繼續往下聊的話我也會回覆這些問題😊 感謝大家耐心看完，祝各位交友順利異性交友運動徵,female
1822,1779450540-1835,https://www.dcard.tw/f/partner_selection_criteria?tab=latest,https://www.dcard.tw/f/partner_selection_criteria/p/260917026,#異性 #異性 尋找有緣另一半,輔仁大學🌟更新 先謝謝有閱讀全篇的各位 因留言太多會找時間慢慢看完並私訊 預祝明天開工順利👍 出社會沒多久感情上就遇到挫折 中間難過太久一個不小心就拚命工作衝刺職涯到現在😅 單身很多年了身邊沒什麼異性能認識 發文看看來交新朋友～ 不想被親友認出來就先不放照片🥹 但不是詐騙也沒有賣保險！ 有興趣認識的話再私訊我 或是下面留言介紹自己～ 關於我🌝 地區：桃園 年齡：27-29 工作：國貿 經濟：穩定、有理財規劃 外貌：身高155喜歡日系穿搭 個性：偏I人，但有話題的話會變E，在朋友圈是備受疼愛的團寵，是大家的小太陽🌞(朋友認證沒有灌水😂) 缺點：記憶力差、講話直接不喜歡浪費時間、小工作狂 興趣：追劇、出國旅遊、演唱會、吃美食 希望你： 善良誠實情緒穩定 北部佳但不排斥遠距離 有穩定經濟能力(AA/AB都可以，彼此自在就好) 有自己的生活圈，尊重彼此空間(以防萬一工作太忙孤立你) 外表乾淨整齊 如果喜歡出國大加分！ 附上美麗的多瑙河景✈️尋找異性有緣,female
1823,1779450540-1836,https://www.dcard.tw/f/partner_selection_criteria?tab=latest,https://www.dcard.tw/f/partner_selection_criteria/p/260916734,#異性 #異性 警察/消防員/海巡署都來,J安妞身高體重：151/43 居住地：高雄 職業：百貨門市人員 學歷：國立大學 年紀：33 興趣：吃美食、跑咖、看電影、棒球、追星 個性：專情 有點ㄎㄧㄤ 會搞笑 善良 心太軟 不太會說謊 長相：有時內雙有時雙眼皮、大眼 白 期望對象： 年齡：28-36 條件沒有很好所以也不要求對方年收高 不要有負債請我幫忙還就好 不能接受離婚的人謝謝 希望是個跟我有相同興趣、情緒穩定、大方、對我家人好、善良穩重但也可以跟我一起幼稚講幹話，會哄我 地點：都可以不要劈腿就好 希望是個有未來的目標有願景的人 不喜歡臉圓 禿頭 牙齒不整齊 長髮 鬍渣 皮膚月球表面 大雙眼皮 捲髮異性警察消防員海巡署交友,female
1824,1779450540-1837,https://www.dcard.tw/f/partner_selection_criteria?tab=latest,https://www.dcard.tw/f/partner_selection_criteria/p/260916548,#異性 過完年試試Dcard,國立成功大學身高體重：188/70 居住地：台北 MBTI:ENTJ 職業：PM 學歷：四大學士 年收：150+ 年紀：28 興趣： 吃美食、出國、潛水(水肺） 個性：喜歡挑戰、隨和、愛冒險、情緒穩定（但重感情 長相：雙眼皮、大眼 有車 假日可以一同出遊 期望對象： 年齡：+-5 職業年收不限 希望是個愛吃美食愛出國的人 個性：能好好面對問題與溝通 地點：北部 希望能給長期規劃/希望達成的目標 有興趣下面留言看要換照或是給自介都行～,male
1825,1779450540-1838,https://www.dcard.tw/f/partner_selection_criteria?tab=latest,https://www.dcard.tw/f/partner_selection_criteria/p/260916258,#異性 #異性 #尋找有緣人,"臺灣警察專科學校更：那個我因為丟個人資訊在留言區所以被禁言了<img alt=""sticker"" loading=""lazy"" decoding=""async"" data-nimg=""intrinsic"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%"" srcSet=""https://megapx-assets.dcard.tw/images/fe0ae228-e2fd-4e57-9bb2-6bf2d42ed51b/160.webp 1x, https://megapx-assets.dcard.tw/images/fe0ae228-e2fd-4e57-9bb2-6bf2d42ed51b/320.webp 2x"" src=""https://megapx-assets.dcard.tw/images/fe0ae228-e2fd-4e57-9bb2-6bf2d42ed51b/320.webp""/>大家的留言我都有看～謝謝大家的鼓勵<img alt=""sticker"" loading=""lazy"" decoding=""async"" data-nimg=""intrinsic"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%"" srcSet=""https://megapx-assets.dcard.tw/images/1a496bbf-b1bc-402e-b1d2-bba20d62c132/160.webp 1x, https://megapx-assets.dcard.tw/images/1a496bbf-b1bc-402e-b1d2-bba20d62c132/320.webp 2x"" src=""https://megapx-assets.dcard.tw/images/1a496bbf-b1bc-402e-b1d2-bba20d62c132/320.webp""/>我統一回覆一下～如果想認識的話，你們開私訊就好 我自己去私訊你們～ 然後我的穿搭學習都來自網路上的（但重要的是一定要自己嘗試），然後我會去嘗試單品配另一個單品，一直去嘗試組合，熟練一點之後就會去玩撞色～我的衣服網路跟店面都會買。 ——————————————————— 關於我🐸 ·19y/處女座/準備畢業要當社畜了🚔 ·我很喜歡研究穿搭，很喜歡日系（我從韓系轉到日系，以後好想燙日系） ·我喜歡彈吉他唱歌，喜歡back number、king Gnu ·喜歡逛選物店、古著店，總之日系的都很喜歡～ ·喜歡假日出去逛街、去跑咖貓咖，很喜歡狗狗貓貓 這是我的穿搭照（現在是日系，之前是韓系）：我還在努力變日系啦<img alt=""sticker"" loading=""lazy"" decoding=""async"" data-nimg=""intrinsic"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%"" srcSet=""https://megapx-assets.dcard.tw/images/1588fef2-494a-486d-98e1-1f9b3ef8281d/160.webp 1x, https://megapx-assets.dcard.tw/images/1588fef2-494a-486d-98e1-1f9b3ef8281d/320.webp 2x"" src=""https://megapx-assets.dcard.tw/images/1588fef2-494a-486d-98e1-1f9b3ef8281d/320.webp""/>·感情經驗🤡：國小國中不算的話，我是母胎 關於妳👧 同樣也喜歡日系穿搭、日系氛圍的，喜歡有生活感的人。 喜歡女生戴頭巾好可愛<img alt=""sticker"" loading=""lazy"" decoding=""async"" data-nimg=""intrinsic"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%"" srcSet=""https://megapx-assets.dcard.tw/images/1a496bbf-b1bc-402e-b1d2-bba20d62c132/160.webp 1x, https://megapx-assets.dcard.tw/images/1a496bbf-b1bc-402e-b1d2-bba20d62c132/320.webp 2x"" src=""https://megapx-assets.dcard.tw/images/1a496bbf-b1bc-402e-b1d2-bba20d62c132/320.webp""/>類似這種氛圍的（我網路上找的哈哈哈 我第一次發文，有點亂對不起🧎‍♂️ 我鼓起勇氣發文的，拜託不要出來認親🙏異性尋找交友有緣認識",male
1826,1779450540-1839,https://www.dcard.tw/f/partner_selection_criteria?tab=latest,https://www.dcard.tw/f/partner_selection_criteria/p/260915953,#同性 #同性 #重發 #中部,TTim TimT擇偶條件板Tim Tim25/10/17#同性 #同性 #中部 #先從朋友開始關於我😎，性別：男，年齡：22，身高/體重：178/76，學歷：中部醫大物理治療系，職業：目前大四，在醫院實習中，外型：雙眼皮 笑起來陽光，角色：應該偏0（沒有經驗），興趣：戶外走走、跑咖啡廳，極度米上次發文又認識了一些人~只是有點可惜距離的因素導致難以再和對方有交集🥲 倘若有緣分且在好球帶請勇敢按下私訊聊聊吧！同性中部,male
1827,1779450540-1840,https://www.dcard.tw/f/partner_selection_criteria?tab=latest,https://www.dcard.tw/f/partner_selection_criteria/p/260062079,#同性 #同性 #中部 #先從朋友開始,TTim Tim關於我😎 性別：男 年齡：22 身高/體重：178/76 學歷：中部醫大物理治療系 職業：目前大四，在醫院實習中 外型：雙眼皮 笑起來陽光 角色：應該偏0（沒有經驗） 興趣：戶外走走、跑咖啡廳，極度米血控❤️，逗老人家（？）閱讀自我成長、工作效率相關書籍，音樂中英日韓都聽，健身新手 個性：雖然是I人但是不內向（畢竟我的職業需要擅於和人互動），算是動靜皆宜的人！喜歡安靜的地方勝於熱鬧之處！喜歡不斷學習新事物，臉皮很厚蠻能忍受挫折的。喜歡實事求是！自己算是溫柔但有自己想法的人，常常讓身旁好友覺得我很溫暖！喜歡照顧關心對方~ 感情觀：伴侶是彼此人生中的依靠，在人生挫折或是不順遂時互相溫暖彼此，突破人生的困境並越來越好~ 關於你😆 年齡：21~25 體型：希望170以上，身材適中不過瘦過胖（當然精實或壯是加分的~） 外表：斯文或是看起來壞壞的（但內心很溫柔，鐵漢柔情很加分），也喜歡陽光笑起來好看的人 個性：情緒穩定，有自己擅長的領域並且不斷努力！希望你也對你的生活保有熱誠或是富有專業，讓我們之後能夠彼此互相交流 ⚠️不接受開放式關係及約炮 （若不合乎上面的條件也是可以試試看~但若年紀超過暫無意願） 如果看完文有幸在你的好球帶，勇敢按下 私訊吧！也希望你能主動附上簡短的自我介紹~先從朋友當起~祝版上的各位都能找到好伴侶😆 同性中部伴侶男友,male
